tipo,seccion,dis_loc,mun,pan,pri,prd,pvem,pt,mc,morena_pna,morena,pna,pes,rsp,fxm,pan_pri_prd,pan_pri,pan_prd,pri_prd,cand_ind1,cand_ind2,cand_ind3,cand_ind4,cand_ind5,votos_validos,votos_can_nreg,votos_nulos,total_votos,lista_nominal,anio,contienda,c_pan_pri_prd,tc_pan_pri_prd,winner_cand,winner_part,morena_pna_pct,pan_pct,pri_pct,prd_pct,mc_pct,pvem_pct,pt_pct,pes_pct,rsp_pct,fxm_pct,tc_pan_pri_prd_pct,Xto,Xln,Xvt,votos_perf5_morena_pna,votos_perf4_morena_pna,perf5_morena_pna_pct,perf4_morena_pna_pct,turnout,pobfem_pct,pob65_mas_pct,pob15_64_pct,pob0_14_pct,p18ym_pb_pct,pea_pct,pea_f_pct,pea_m_pct,pcon_disc_pct,contrans_pct
2,7,2,COLIMA,29,83,6,75,12,115,123.0,,,8,3,5,4,0,1,0,,,,,,464,0,4,468,746,2021,presidente_municipal,5,123,morena_pna,morena_pna,26.282051282051285,6.196581196581197,17.735042735042736,1.282051282051282,24.57264957264957,16.025641025641026,2.564102564102564,1.7094017094017095,0.641025641025641,1.0683760683760684,26.282051282051285,68.2,725.0,495.0,130.0,166.0,26.28,33.54,62.73,54.14,17.73,68.68,13.24,63.74,58.68,54.77,63.25,8.87,65.96000000000001
2,10,2,COLIMA,83,89,8,80,12,121,121.0,,,24,7,18,15,5,0,1,,,,,,584,0,21,605,1122,2021,presidente_municipal,21,201,tc_pan_pri_prd,morena_pna,20.0,13.71900826446281,14.710743801652892,1.322314049586777,20.0,13.223140495867767,1.9834710743801651,3.9669421487603302,1.1570247933884297,2.975206611570248,33.22314049586777,62.56,1100.0,688.0,173.0,230.0,25.15,33.43,53.92,51.84,14.01,68.06,17.59,49.45,67.69,58.33,78.54,7.86,44.42
2,9,2,COLIMA,71,107,4,95,27,169,94.0,,,8,3,11,12,0,0,0,,,,,,601,0,7,608,877,2021,presidente_municipal,12,194,tc_pan_pri_prd,mc,15.460526315789474,11.677631578947368,17.598684210526315,0.6578947368421052,27.79605263157895,15.625,4.440789473684211,1.3157894736842104,0.4934210526315789,1.8092105263157896,31.907894736842103,73.54,870.0,640.0,161.0,214.0,25.16,33.44,69.33,54.76,25.74,59.86,12.81,78.15,53.18,45.06,63.25,9.98,72.78
2,12,6,COLIMA,142,136,3,111,6,151,113.0,,,7,1,7,14,2,0,0,,,,,,693,0,7,700,978,2021,presidente_municipal,16,297,tc_pan_pri_prd,mc,16.142857142857142,20.285714285714285,19.428571428571427,0.4285714285714286,21.571428571428573,15.857142857142856,0.8571428571428572,1.0,0.1428571428571428,1.0,42.42857142857142,74.02,1086.0,803.0,202.0,269.0,25.16,33.5,71.57,53.33,15.5,66.45,18.05,90.0,52.34,42.35,64.12,2.19,93.89
2,11,2,COLIMA,63,75,3,49,4,92,60.0,,,13,0,9,4,1,0,0,,,,,,373,1,3,377,560,2021,presidente_municipal,5,146,tc_pan_pri_prd,mc,15.915119363395224,16.710875331564985,19.893899204244036,0.7957559681697612,24.40318302387268,12.9973474801061,1.0610079575596816,3.4482758620689653,0.0,2.3872679045092835,38.726790450928384,71.39,549.0,392.0,99.0,132.0,25.26,33.67,67.32,53.76,29.7,57.33,12.97,80.89,55.02,45.49,65.92,6.39,84.49
2,14,2,COLIMA,38,70,14,69,9,146,159.0,,,10,2,12,5,0,0,0,,,,,,534,0,15,549,923,2021,presidente_municipal,5,127,morena_pna,morena_pna,28.96174863387978,6.921675774134791,12.750455373406194,2.550091074681238,26.59380692167577,12.568306010928962,1.639344262295082,1.8214936247723132,0.3642987249544626,2.185792349726776,23.13296903460838,66.39,932.0,618.0,179.0,207.0,28.96,33.5,59.48,54.4,13.21,70.35,15.95,56.37,56.54,49.09,65.6,12.82,52.54
2,13,6,COLIMA,177,188,3,201,20,283,143.0,,,15,9,4,13,3,0,0,,,,,,1059,0,7,1066,1542,2021,presidente_municipal,16,384,tc_pan_pri_prd,mc,13.414634146341465,16.604127579737334,17.636022514071296,0.2814258911819887,26.547842401500937,18.855534709193243,1.876172607879925,1.4071294559099436,0.8442776735459663,0.3752345215759849,36.02251407129456,72.19,1605.0,1158.0,290.0,387.0,25.04,33.42,69.13,51.93,15.35,68.73,15.56,85.56,61.57,53.36,70.67,3.97,90.21
2,32,1,COLIMA,66,105,7,121,16,121,157.0,,,13,7,9,5,5,1,0,,,,,,633,1,21,655,1157,2021,presidente_municipal,11,189,tc_pan_pri_prd,morena_pna,23.969465648854964,10.076335877862595,16.030534351145036,1.068702290076336,18.473282442748094,18.473282442748094,2.442748091603053,1.984732824427481,1.068702290076336,1.3740458015267176,28.854961832061072,61.46,1126.0,692.0,174.0,232.0,25.14,33.53,56.61,53.32,18.59,64.92,16.49,47.68,59.8,51.29,69.66,9.69,42.71
2,31,2,COLIMA,61,95,5,103,21,104,146.0,,,18,6,7,5,1,1,1,,,,,,574,1,13,588,921,2021,presidente_municipal,8,169,tc_pan_pri_prd,morena_pna,24.829931972789115,10.374149659863946,16.156462585034014,0.8503401360544218,17.687074829931973,17.517006802721088,3.571428571428571,3.061224489795918,1.020408163265306,1.1904761904761905,28.74149659863945,69.74,896.0,625.0,157.0,209.0,25.12,33.44,63.84,54.21,19.76,67.39,12.85,67.14,53.65,45.39,63.59,9.94,60.56
2,34,1,COLIMA,52,102,8,167,17,149,187.0,,,13,3,14,6,2,0,0,,,,,,720,1,10,731,1081,2021,presidente_municipal,8,170,morena_pna,morena_pna,25.58139534883721,7.113543091655266,13.953488372093023,1.094391244870041,20.38303693570452,22.845417236662108,2.3255813953488373,1.7783857729138166,0.4103967168262654,1.915184678522572,23.25581395348837,87.11,1057.0,921.0,236.0,308.0,25.58,33.44,67.62,54.08,11.66,73.28,15.07,79.21,56.17,48.52,65.35,5.79,64.52000000000001
2,33,1,COLIMA,78,121,1,216,23,133,218.0,,,13,6,17,17,2,0,0,,,,,,845,1,19,865,1266,2021,presidente_municipal,19,219,tc_pan_pri_prd,morena_pna,25.202312138728324,9.017341040462428,13.988439306358384,0.1156069364161849,15.375722543352602,24.971098265895957,2.6589595375722546,1.5028901734104043,0.6936416184971098,1.9653179190751449,25.317919075144506,72.74,1224.0,890.0,224.0,298.0,25.2,33.48,68.33,56.19,25.0,60.58,13.56,71.53,50.44,46.17,56.01,6.9,68.56
2,36,1,COLIMA,45,69,8,83,34,131,190.0,,,37,4,8,2,2,0,0,,,,,,613,0,21,634,1367,2021,presidente_municipal,4,126,morena_pna,morena_pna,29.96845425867508,7.097791798107256,10.883280757097792,1.2618296529968454,20.66246056782334,13.09148264984227,5.3627760252365935,5.83596214511041,0.6309148264984227,1.2618296529968454,19.87381703470032,53.83,1369.0,737.0,221.0,247.0,29.97,33.51,46.38,50.6,10.38,66.58,21.77,47.34,63.01,54.45,71.99,7.43,61.51
2,35,1,COLIMA,58,82,3,124,15,183,193.0,,,19,7,16,4,1,0,0,,,,,,705,1,25,731,1262,2021,presidente_municipal,5,148,morena_pna,morena_pna,26.402188782489738,7.934336525307797,11.21751025991792,0.4103967168262654,25.03419972640219,16.963064295485637,2.0519835841313268,2.5991792065663475,0.957592339261286,2.188782489740082,20.24623803009576,63.4,1250.0,792.0,209.0,265.0,26.4,33.46,57.92,52.54,12.67,68.15,18.4,56.53,62.82,56.87,69.46,7.8,58.73
2,38,2,COLIMA,43,56,2,69,13,114,151.0,,,9,4,7,7,0,0,0,,,,,,475,0,12,487,850,2021,presidente_municipal,7,108,morena_pna,morena_pna,31.006160164271044,8.829568788501026,11.498973305954824,0.4106776180698152,23.408624229979463,14.168377823408624,2.6694045174537986,1.8480492813141685,0.8213552361396305,1.4373716632443532,22.176591375770023,61.8,832.0,514.0,159.0,172.0,31.01,33.46,57.29,52.23,18.06,63.89,18.06,50.44,60.24,52.64,68.61,12.69,54.85
2,37,3,COLIMA,62,135,11,153,46,215,357.0,,,31,12,26,6,0,0,1,,,,,,1055,1,27,1083,2317,2021,presidente_municipal,7,215,morena_pna,morena_pna,32.96398891966759,5.724838411819022,12.465373961218836,1.0156971375807942,19.8522622345337,14.127423822714682,4.247460757156047,2.862419205909511,1.10803324099723,2.400738688827332,19.8522622345337,53.08,2410.0,1279.0,422.0,427.0,32.96,33.39,46.74,50.7,9.26,67.93,22.35,44.82,62.96,51.54,74.89,6.62,60.14
2,24,3,COLIMA,157,315,21,278,68,453,686.0,,,75,20,44,20,4,0,0,,,,,,2141,1,63,2205,4771,2021,presidente_municipal,24,517,morena_pna,morena_pna,31.11111111111111,7.120181405895691,14.285714285714285,0.9523809523809524,20.54421768707483,12.607709750566892,3.0839002267573696,3.4013605442176877,0.90702947845805,1.9954648526077097,23.446712018140587,55.64,5210.0,2899.0,902.0,967.0,31.11,33.36,46.22,51.72,6.34,70.89,22.29,53.16,65.88,57.48,75.12,4.48,63.64
2,23,3,COLIMA,102,133,9,169,34,305,363.0,,,35,16,16,19,1,0,1,,,,,,1203,1,35,1239,2590,2021,presidente_municipal,21,265,morena_pna,morena_pna,29.297820823244557,8.232445520581114,10.734463276836156,0.7263922518159807,24.61662631154157,13.640032284100082,2.744148506860371,2.824858757062147,1.29136400322841,1.29136400322841,21.388216303470543,56.48,2933.0,1656.0,485.0,553.0,29.3,33.39,47.84,51.48,6.66,69.56,22.77,55.84,63.79,55.1,73.23,5.25,64.63
2,26,2,COLIMA,46,81,3,89,6,94,113.0,,,6,9,4,5,1,0,0,,,,,,457,1,12,470,819,2021,presidente_municipal,6,136,tc_pan_pri_prd,morena_pna,24.04255319148936,9.787234042553193,17.23404255319149,0.6382978723404255,20.0,18.93617021276596,1.276595744680851,1.276595744680851,1.9148936170212765,0.851063829787234,28.936170212765955,65.78,780.0,513.0,129.0,172.0,25.15,33.53,57.39,53.85,21.96,61.66,16.38,51.08,56.33,47.98,65.66,11.04,52.16
